Make,Year,Transmission,Mileage,FuelType,MPG,EngineSize,USDPrice
Ford,2019,Manual,3682,Petrol,51.4,1,17939.31
Ford,2017,Automatic,25410,Diesel,54.3,2,17939.31
Ford,2019,Manual,7288,Petrol,60.1,1,17939.31
Mercedes,2017,Manual,19275,Diesel,62.8,2.1,17959.79
Bmw,2016,Automatic,27710,Diesel,62.8,2,17936.06
Bmw,2017,Manual,39806,Diesel,62.8,2,17936.06
Ford,2018,Manual,10334,Diesel,64.2,1.5,17939.31
Bmw,2016,Automatic,33740,Diesel,65.7,2,17936.06
Ford,2016,Manual,29118,Diesel,56.5,2,17947.23
Mercedes,2016,Automatic,64126,Diesel,72.4,2,17968.86
Ford,2019,Manual,4265,Petrol,60.1,1,17950.62
Ford,2019,Manual,10916,Diesel,74.3,1.5,17950.62
Ford,2019,Manual,12853,Diesel,74.3,1.5,17950.62
Volkswagen,2019,Automatic,17454,Petrol,45.6,1,17984.68
Mercedes,2017,Manual,15656,Petrol,51.4,1.6,17982.45
Ford,2016,Semi-Auto,34145,Diesel,52.3,2,17961.94
Bmw,2017,Semi-Auto,28163,Petrol,54.3,1.5,17958.69
Mercedes,2016,Automatic,40998,Diesel,62.8,2.1,17982.45
Volkswagen,2015,Semi-Auto,32025,Hybrid,188.3,1.4,17984.68
Volkswagen,2019,Semi-Auto,4085,Petrol,46.3,1,17985.81
Mercedes,2017,Manual,30000,Petrol,53.3,2,17984.72
Volkswagen,2017,Manual,42708,Diesel,61.4,1.6,17986.94
Volkswagen,2019,Manual,3130,Petrol,51.4,1,17989.21
Bmw,2017,Manual,16000,Diesel,68.9,2,17964.35
Ford,2016,Manual,13400,Petrol,41.5,2,17969.86
Ford,2017,Manual,40454,Diesel,67.3,2,17969.86
Mercedes,2013,Semi-Auto,62791,Diesel,39.2,3,17993.78
Ford,2016,Automatic,46200,Diesel,52.3,2,17973.26
Mercedes,2015,Automatic,34821,Diesel,61.4,2.1,17993.78
Mercedes,2015,Automatic,41267,Diesel,64.2,2.1,17993.78
Toyota,2017,Automatic,25600,Hybrid,70.6,1.8,17974.28
Ford,2019,Manual,7932,Diesel,80.7,1.5,17973.26
Bmw,2018,Manual,9774,Petrol,37.2,1.5,17971.14
Bmw,2015,Semi-Auto,21992,Diesel,52.3,2,17971.14
Bmw,2015,Semi-Auto,23742,Petrol,51.4,1.5,17972.27
Bmw,2016,Semi-Auto,44000,Diesel,60.1,2,17972.27
Toyota,2020,Manual,192,Petrol,47.9,1.5,17979.94
Toyota,2020,Manual,211,Petrol,47.9,1.5,17979.94
Toyota,2020,Manual,261,Petrol,47.9,1.5,17979.94
Toyota,2020,Manual,413,Petrol,47.9,1.5,17979.94
Volkswagen,2019,Manual,25,Diesel,68.9,1.6,18001.68
Volkswagen,2016,Manual,25357,Diesel,67.3,2,18003.94
Bmw,2017,Automatic,46827,Hybrid,141.2,1.5,17977.93
Bmw,2014,Manual,38000,Diesel,57.6,2,17979.06
Ford,2019,Manual,2445,Petrol,58.9,1,17982.31
Bmw,2017,Automatic,20890,Diesel,68.9,2,17979.06
Mercedes,2017,Manual,21891,Diesel,62.8,2.1,18003.98
Mercedes,2013,Automatic,66426,Diesel,39.2,3,18005.11
Ford,2018,Manual,7974,Petrol,40.3,1.5,17984.58
Ford,2016,Automatic,10644,Diesel,52.3,2,17984.58
Ford,2017,Manual,36102,Diesel,54.3,2,17984.58
Hyundai,2017,Manual,44473,Diesel,54.3,2,18007.34
Volkswagen,2019,Manual,2879,Diesel,57.7,1.6,18007.34
Ford,2018,Manual,5857,Petrol,58.9,1,17984.58
Ford,2019,Manual,12049,Petrol,58.9,1,17984.58
Ford,2019,Manual,13773,Petrol,58.9,1,17984.58
Hyundai,2017,Manual,21390,Diesel,61.4,1.7,18007.34
Bmw,2017,Manual,34588,Diesel,64.2,2,17981.32
Mercedes,2015,Semi-Auto,54000,Diesel,64.2,2.1,18005.11
Mercedes,2016,Semi-Auto,34499,Diesel,65.7,2.1,18005.11
Volkswagen,2016,Manual,30855,Diesel,67.3,2,18007.34
Volkswagen,2016,Manual,38353,Diesel,67.3,2,18007.34
Mercedes,2017,Automatic,24841,Diesel,68.9,1.5,18005.11
Mercedes,2016,Semi-Auto,18853,Diesel,74.3,1.5,18005.11
Hyundai,2017,Automatic,11018,Hybrid,78.5,1.6,18007.34
Ford,2016,Automatic,11996,Petrol,38.2,2,17985.71
Volkswagen,2019,Semi-Auto,1941,Petrol,45.6,1,18008.48
Ford,2018,Manual,21651,Petrol,45.6,1.5,17985.71
Volkswagen,2019,Manual,9898,Petrol,47.1,1.5,18008.48
Toyota,2017,Automatic,24967,Hybrid,70.6,1.8,17986.73
Volkswagen,2019,Semi-Auto,5088,Petrol,45.6,1,18009.61
Mercedes,2017,Manual,29785,Diesel,68.9,1.5,18007.38
Mercedes,2014,Semi-Auto,33896,Diesel,64.2,2.1,18009.65
Volkswagen,2019,Manual,1036,Petrol,48.7,1,18013.01
Volkswagen,2019,Manual,3323,Petrol,48.7,1,18013.01
Ford,2019,Manual,6652,Petrol,49.6,1,17990.24
Ford,2017,Automatic,50754,Diesel,52.3,2,17990.24
Mercedes,2015,Semi-Auto,44874,Diesel,55.4,2.1,18010.78
Ford,2016,Manual,34754,Diesel,56.5,2,17990.24
Ford,2016,Manual,56583,Diesel,56.5,2,17990.24
Volkswagen,2017,Manual,34026,Diesel,58.9,2,18013.01
Toyota,2017,Manual,42810,Diesel,60.1,2,17991.26
Toyota,2018,Automatic,4834,Hybrid,68.8,1.8,17991.26
Toyota,2016,Automatic,11340,Hybrid,78,1.5,17991.26
Toyota,2017,Automatic,27222,Hybrid,78.5,1.8,17991.26
Toyota,2017,Automatic,33278,Hybrid,78.5,1.8,17991.26
Mercedes,2017,Automatic,11072,Diesel,74.3,1.5,18011.91
Volkswagen,2015,Manual,24663,Diesel,48.7,2,18016.41
Mercedes,2014,Automatic,38004,Diesel,55.4,2.1,18014.18
Hyundai,2018,Automatic,36359,Diesel,28,2.5,18017.54
Ford,2019,Manual,6562,Petrol,34.4,1.5,17994.76
Hyundai,2016,Automatic,51849,Diesel,42.2,2.2,18017.54
Volkswagen,2019,Automatic,2515,Petrol,45.6,1,18017.54
Ford,2019,Manual,7867,Petrol,51.4,1,17994.76
Bmw,2018,Manual,25791,Petrol,52.3,1.5,17991.51
Mercedes,2018,Automatic,31130,Petrol,53.3,1.3,18015.31
Bmw,2016,Automatic,27562,Diesel,56.5,3,17991.51
Ford,2016,Manual,39886,Diesel,56.5,2,17994.76
Ford,2019,Manual,3572,Petrol,60.1,1,17994.76
Ford,2019,Manual,4058,Petrol,60.1,1,17994.76
Bmw,2017,Automatic,33642,Diesel,64.2,2,17991.51
Volkswagen,2018,Automatic,35573,Diesel,65.7,1.6,18017.54
Mercedes,2017,Manual,42830,Diesel,67.3,2.1,18015.31
Mercedes,2016,Semi-Auto,34995,Diesel,68.9,2.1,18015.31
Mercedes,2015,Automatic,48361,Hybrid,134.5,2,18015.31
Bmw,2012,Automatic,94000,Diesel,37.7,3,17992.64
Ford,2018,Manual,7722,Petrol,40.3,1.5,17995.9
Volkswagen,2017,Automatic,13695,Petrol,44.1,2,18018.68
Ford,2018,Automatic,5603,Petrol,48.7,1,17995.9
Ford,2019,Manual,11540,Petrol,48.7,1,17995.9
Mercedes,2018,Manual,22894,Petrol,49.6,1.6,18016.45
Volkswagen,2019,Manual,2500,Petrol,52.3,1,18018.68
Ford,2019,Manual,3108,Petrol,52.3,1,17995.9
Ford,2018,Manual,13286,Petrol,54.3,1,17995.9
Ford,2017,Manual,25276,Diesel,54.3,2,17995.9
Bmw,2016,Automatic,59692,Diesel,54.3,2,17992.64
Mercedes,2015,Automatic,50147,Diesel,55.4,2.1,18016.45
Mercedes,2015,Automatic,26619,Diesel,56.5,2.1,18016.45
Bmw,2017,Automatic,60372,Diesel,57.6,2,17992.64
Ford,2019,Manual,4113,Petrol,57.7,1,17995.9
Ford,2019,Manual,3212,Petrol,58.9,1,17995.9
Volkswagen,2016,Manual,28554,Diesel,58.9,2,18018.68
Ford,2019,Manual,3500,Petrol,60.1,1,17995.9
Ford,2019,Manual,11507,Petrol,60.1,1,17995.9
Ford,2018,Manual,14561,Diesel,60.1,2,17995.9
Ford,2017,Manual,15557,Diesel,60.1,2,17995.9
Volkswagen,2017,Manual,29052,Diesel,60.1,2,18018.68
Mercedes,2016,Manual,17000,Diesel,62.8,2.1,18016.45
Mercedes,2016,Automatic,21606,Diesel,64.2,2.1,18016.45
Mercedes,2016,Automatic,51208,Diesel,64.2,2.1,18016.45
Bmw,2017,Automatic,26573,Diesel,65.7,2,17992.64
Ford,2016,Manual,19488,Diesel,67.3,2,17995.9
Volkswagen,2018,Manual,29645,Diesel,67.3,2,18018.68
Ford,2017,Manual,30884,Diesel,67.3,2,17995.9
Mercedes,2017,Automatic,44944,Diesel,67.3,2.1,18016.45
Mercedes,2016,Automatic,31281,Diesel,68.9,2.1,18016.45
Mercedes,2016,Manual,9870,Diesel,70.6,1.6,18016.45
Toyota,2016,Automatic,20209,Hybrid,78.5,1.8,17996.92
Ford,2019,Manual,13000,Diesel,80.7,1.5,17995.9
Bmw,2017,Automatic,68875,Other,134.5,2,17992.64
Bmw,2018,Manual,13759,Petrol,52.3,1.5,17993.77
Mercedes,2016,Automatic,42886,Diesel,68.9,2.1,18022.11
Ford,2019,Manual,5752,Petrol,58.9,1,18007.21
Ford,2019,Manual,5793,Petrol,58.9,1,18007.21
Mercedes,2016,Automatic,71991,Diesel,64.2,2.1,18027.78
Volkswagen,2016,Manual,46664,Diesel,54.3,2,18031.14
Toyota,2016,Automatic,31348,Hybrid,70.6,1.8,18009.37
Bmw,2017,Manual,24669,Petrol,48.7,2,18010.74
Ford,2019,Manual,4798,Petrol,49.6,1,18018.53
Mercedes,2016,Semi-Auto,27472,Petrol,53.3,1.6,18040.24
Volkswagen,2018,Manual,13982,Diesel,61.4,1.6,18042.47
Mercedes,2016,Manual,20952,Diesel,68.9,1.5,18040.24
Mercedes,2017,Semi-Auto,25450,Petrol,53.3,1.6,18043.64
Volkswagen,2016,Manual,24879,Diesel,58.9,2,18054.94
Volkswagen,2015,Manual,23169,Petrol,47.1,2,18060.61
Mercedes,2016,Manual,16489,Diesel,68.9,1.5,18060.64
Volkswagen,2016,Manual,34214,Diesel,50.4,2,18064.01
Bmw,2016,Automatic,66652,Diesel,51.4,3,18037.9
Bmw,2019,Manual,7913,Petrol,53.3,1.5,18037.9
Volkswagen,2016,Manual,17141,Diesel,55.4,2,18064.01
Volkswagen,2017,Manual,57779,Diesel,58.9,2,18064.01
Ford,2017,Manual,29984,Diesel,67.3,2,18041.17
Bmw,2017,Automatic,32997,Diesel,67.3,2,18037.9
Volkswagen,2018,Semi-Auto,13388,Diesel,72.4,1.6,18064.01
Ford,2019,Manual,6259,Diesel,80.7,1.5,18041.17
Mercedes,2017,Semi-Auto,19130,Diesel,70.6,2.1,18065.17
Mercedes,2016,Automatic,32754,Diesel,67.3,2.1,18066.3
Ford,2016,Manual,13903,Petrol,41.5,2,18046.83
Hyundai,2018,Manual,31007,Diesel,31.7,2.5,18074.2
Mercedes,2017,Manual,27500,Diesel,62.8,2.1,18071.97
Mercedes,2017,Manual,14632,Diesel,68.9,1.5,18071.97
Volkswagen,2015,Semi-Auto,85000,Petrol,39.8,2,18075.34
Toyota,2019,Automatic,10589,Hybrid,43.5,1.5,18053.51
Hyundai,2019,Manual,6483,Petrol,44.1,1,18075.34
Bmw,2018,Semi-Auto,17200,Diesel,44.1,2,18049.22
Volkswagen,2020,Automatic,1000,Petrol,45.6,1,18075.34
Ford,2019,Semi-Auto,2898,Petrol,45.6,1,18052.49
Toyota,2017,Manual,30514,Petrol,47.1,1.2,18053.51
Ford,2019,Automatic,14190,Petrol,50.4,1,18052.49
Volkswagen,2016,Manual,32956,Diesel,50.4,2,18075.34
Mercedes,2017,Manual,20013,Petrol,51.4,1.6,18073.1
Volkswagen,2019,Manual,5000,Petrol,52.3,1,18075.34
Volkswagen,2019,Manual,5000,Petrol,52.3,1,18075.34
Bmw,2019,Manual,8004,Petrol,53.3,1.5,18049.22
Bmw,2015,Manual,25652,Petrol,53.3,1.5,18049.22
Volkswagen,2019,Semi-Auto,17033,Diesel,54.3,1.6,18075.34
Ford,2019,Manual,2085,Petrol,55.4,1,18052.49
Ford,2019,Manual,2331,Petrol,55.4,1,18052.49
Bmw,2016,Semi-Auto,43911,Diesel,55.4,2,18049.22
Volkswagen,2017,Semi-Auto,25510,Diesel,56.5,2,18075.34
Bmw,2017,Semi-Auto,29000,Diesel,57.6,2,18049.22
Volkswagen,2019,Manual,5025,Diesel,57.7,1.6,18075.34
Mercedes,2015,Automatic,44000,Diesel,57.7,2.2,18073.1
Ford,2019,Manual,6768,Petrol,58.9,1,18052.49
Ford,2018,Manual,9987,Petrol,58.9,1,18052.49
Volkswagen,2017,Manual,22850,Diesel,58.9,2,18075.34
Bmw,2016,Manual,24160,Diesel,58.9,2,18049.22
Volkswagen,2017,Manual,45142,Diesel,58.9,2,18075.34
Ford,2019,Manual,2828,Petrol,60.1,1,18052.49
Ford,2019,Manual,6283,Petrol,60.1,1,18052.49
Ford,2017,Manual,24845,Diesel,60.1,2,18052.49
Toyota,2017,Manual,28863,Diesel,60.1,2,18053.51
Mercedes,2014,Semi-Auto,25678,Diesel,62.8,2.1,18073.1
Volkswagen,2016,Semi-Auto,33294,Diesel,62.8,2,18075.34
Bmw,2016,Automatic,33472,Diesel,62.8,2,18049.22
Bmw,2017,Automatic,39758,Diesel,62.8,2,18049.22
Volkswagen,2016,Manual,30866,Diesel,64.2,2,18075.34
Volkswagen,2016,Manual,36000,Diesel,67.3,2,18075.34
Bmw,2017,Manual,13261,Diesel,70.6,1.5,18049.22
Ford,2019,Manual,9550,Diesel,74.3,1.5,18052.49
Mercedes,2016,Semi-Auto,48000,Diesel,74.3,1.5,18073.1
Ford,2019,Manual,3333,Diesel,80.7,1.5,18052.49
Ford,2019,Manual,9572,Diesel,80.7,1.5,18052.49
Bmw,2017,Manual,17146,Petrol,55.4,1.5,18051.48
Mercedes,2016,Automatic,34327,Diesel,64.2,2.1,18075.37
Toyota,2017,Automatic,22352,Hybrid,78.5,1.8,18060.3
Bmw,2016,Manual,33805,Diesel,62.8,2,18057.14
Ford,2019,Manual,12388,Diesel,74.3,1.5,18063.81
Volkswagen,2019,Automatic,4632,Petrol,45.6,1,18087.8
Bmw,2014,Manual,30000,Petrol,35.3,3,18066.19
Mercedes,2014,Automatic,34534,Petrol,42.8,2,18090.1
Volkswagen,2019,Manual,4750,Petrol,49.6,1,18092.34
Ford,2019,Automatic,404,Petrol,47.9,1.5,18075.12
Ford,2018,Semi-Auto,1587,Diesel,51.4,1.5,18075.12
Ford,2019,Manual,6435,Petrol,51.4,1,18075.12
Ford,2017,Semi-Auto,26649,Diesel,54.3,2,18075.12
Volkswagen,2019,Manual,9409,Diesel,55.4,1.6,18098
Hyundai,2017,Manual,19179,Diesel,61.4,1.7,18098
Mercedes,2015,Automatic,81423,Diesel,64.2,2.1,18095.76
Mercedes,2017,Manual,27334,Diesel,67.3,2.1,18095.76
Hyundai,2019,Automatic,8601,Hybrid,78.5,1.6,18098
Mercedes,2014,Semi-Auto,14354,Petrol,52.3,2,18096.9
Ford,2016,Automatic,24300,Petrol,38.2,1.5,18080.78
Ford,2016,Automatic,24300,Petrol,38.2,1.5,18080.78
Hyundai,2015,Semi-Auto,29823,Diesel,41.5,2.2,18103.67
Mercedes,2016,Manual,37419,Petrol,51.4,2,18101.43
Ford,2016,Automatic,9396,Electric,67.3,2,18080.78
Mercedes,2017,Semi-Auto,20932,Diesel,70.6,2.1,18101.43
Toyota,2015,Automatic,35661,Hybrid,70.6,1.8,18081.81
Mercedes,2017,Automatic,16500,Diesel,74.3,1.5,18104.83
Hyundai,2018,Manual,10454,Petrol,34.9,1.6,18108.2
Volkswagen,2018,Automatic,9956,Petrol,60.1,1,18108.2
Bmw,2011,Automatic,46000,Petrol,22.6,4.4,18083.17
Ford,2017,Manual,8144,Petrol,41.5,2,18086.44
Bmw,2015,Semi-Auto,39887,Petrol,41.5,2,18083.17
Toyota,2017,Semi-Auto,9589,Petrol,43.5,1.8,18087.47
Bmw,2017,Manual,22022,Petrol,47.1,2,18083.17
Bmw,2018,Manual,19093,Diesel,50.4,2,18083.17
Volkswagen,2016,Manual,44202,Diesel,50.4,2,18109.34
Ford,2019,Manual,4500,Petrol,51.4,1,18086.44
Volkswagen,2019,Manual,2983,Petrol,52.3,1,18109.34
Bmw,2019,Manual,4968,Petrol,53.3,1.5,18083.17
Mercedes,2017,Automatic,11100,Petrol,53.3,1.6,18107.09
Ford,2017,Semi-Auto,16414,Diesel,54.3,2,18086.44
Ford,2020,Manual,2489,Petrol,55.4,1,18086.44
Mercedes,2017,Automatic,11607,Petrol,55.4,1.6,18107.09
Ford,2019,Manual,13999,Petrol,58.9,1,18086.44
Volkswagen,2018,Semi-Auto,15464,Petrol,58.9,1.5,18109.34
Bmw,2015,Semi-Auto,38403,Diesel,58.9,2,18083.17
Ford,2019,Manual,7500,Petrol,60.1,1,18086.44
Bmw,2015,Semi-Auto,41532,Diesel,61.4,2,18083.17
Hyundai,2017,Manual,22117,Diesel,61.7,1.7,18109.34
Bmw,2015,Semi-Auto,30569,Diesel,62.8,2,18083.17
Ford,2018,Manual,16773,Diesel,64.2,1.5,18086.44
Bmw,2017,Manual,17000,Diesel,65.7,2,18083.17
Bmw,2016,Semi-Auto,66037,Diesel,65.7,2,18083.17
Bmw,2016,Semi-Auto,16000,Diesel,67.3,2,18083.17
Mercedes,2018,Manual,679,Diesel,68.9,1.5,18107.09
Mercedes,2017,Manual,34691,Diesel,68.9,2.1,18107.09
Mercedes,2017,Manual,34692,Diesel,68.9,2.1,18107.09
Bmw,2019,Manual,8359,Diesel,72.4,1.5,18083.17
Mercedes,2015,Semi-Auto,3587,Diesel,74.3,1.5,18107.09
Hyundai,2018,Automatic,14585,Hybrid,78.5,1.6,18109.34
Bmw,2017,Manual,44426,Petrol,52.3,1.5,18084.3
Bmw,2014,Manual,50100,Diesel,56.5,2,18084.3
Bmw,2017,Automatic,59432,Diesel,57.6,2,18084.3
Bmw,2015,Semi-Auto,33836,Diesel,60.1,2,18084.3
Mercedes,2014,Semi-Auto,49552,Diesel,64.2,2.1,18108.23
Mercedes,2017,Semi-Auto,17210,Diesel,74.3,1.5,18108.23
Mercedes,2017,Semi-Auto,15000,Diesel,76.4,1.5,18108.23
Volkswagen,2018,Manual,11780,Petrol,47.1,1.5,18111.6
Ford,2019,Manual,3500,Petrol,51.4,1,18090.97
Ford,2019,Manual,4000,Petrol,51.4,1,18090.97
Ford,2019,Manual,4500,Petrol,51.4,1,18090.97
Ford,2019,Manual,6500,Petrol,51.4,1,18090.97
Hyundai,2017,Automatic,35154,Diesel,33.6,2.5,18115
Volkswagen,2015,Manual,50114,Diesel,35.3,2,18115
Hyundai,2020,Manual,100,Petrol,45.6,1,18115
Volkswagen,2020,Semi-Auto,362,Petrol,45.6,1,18115
Ford,2019,Manual,5099,Petrol,51.4,1,18092.1
Volkswagen,2019,Manual,1606,Petrol,52.3,1,18115
Volkswagen,2019,Manual,2057,Petrol,52.3,1,18115
Volkswagen,2019,Manual,2576,Petrol,52.3,1,18115
Volkswagen,2019,Manual,3205,Petrol,52.3,1,18115
Ford,2017,Manual,16729,Diesel,60.1,2,18092.1
Volkswagen,2018,Semi-Auto,24786,Diesel,62.8,2,18115
Volkswagen,2018,Semi-Auto,24786,Diesel,62.8,2,18115
Volkswagen,2019,Manual,12627,Petrol,46.3,1.5,18119.53
Mercedes,2017,Manual,10973,Petrol,51.4,1.6,18117.29
Volkswagen,2020,Manual,2800,Petrol,52.3,1,18119.53
Bmw,2019,Automatic,5504,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,5553,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,5771,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,7880,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,7892,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,9567,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,11153,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,12192,Petrol,55.5,1.5,18093.35
Bmw,2019,Automatic,12212,Petrol,55.5,1.5,18093.35
Volkswagen,2016,Manual,22800,Diesel,58.9,2,18119.53
Volkswagen,2016,Manual,43308,Diesel,67.3,2,18119.53
Hyundai,2017,Automatic,17666,Hybrid,78.5,1.6,18119.53
Hyundai,2018,Automatic,34605,Diesel,28,2.5,18120.67
Hyundai,2018,Automatic,35607,Diesel,28,2.5,18120.67
Hyundai,2018,Manual,10117,Petrol,34.9,1.6,18120.67
Volkswagen,2016,Manual,48638,Diesel,35.3,2,18120.67
Volkswagen,2013,Automatic,80639,Diesel,35.8,2,18120.67
Ford,2016,Automatic,42611,Petrol,37.2,2,18097.76
Ford,2017,Automatic,21845,Petrol,38.2,1.5,18097.76
Volkswagen,2014,Automatic,52000,Diesel,38.2,3,18120.67
Toyota,2019,Manual,2336,Petrol,39.2,1.2,18098.79
Toyota,2019,Manual,3500,Petrol,39.2,1.2,18098.79
Toyota,2019,Manual,5346,Petrol,39.2,1.2,18098.79
Toyota,2019,Manual,6449,Petrol,39.2,1.2,18098.79
Ford,2018,Manual,16009,Petrol,39.2,1.5,18097.76
Volkswagen,2015,Manual,43000,Petrol,39.8,2,18120.67
Bmw,2015,Manual,43574,Petrol,39.8,2,18094.48
Ford,2018,Manual,7874,Petrol,40.3,1.5,18097.76
Ford,2019,Manual,11509,Petrol,40.3,1.5,18097.76
Ford,2018,Manual,15292,Petrol,40.3,1.5,18097.76
Volkswagen,2019,Semi-Auto,12005,Petrol,40.4,2,18120.67
Toyota,2018,Manual,16120,Petrol,41.5,1.2,18098.79
Ford,2016,Manual,98987,Petrol,41.5,2,18097.76
Mercedes,2014,Automatic,43955,Petrol,43.5,1.8,18118.43
Hyundai,2019,Manual,4180,Petrol,44.1,1,18120.67
Hyundai,2019,Manual,7842,Petrol,44.1,1,18120.67
Hyundai,2018,Manual,9106,Petrol,44.1,1,18120.67
Volkswagen,2017,Semi-Auto,29931,Petrol,44.1,2,18120.67
Volkswagen,2015,Automatic,43200,Petrol,44.1,2,18120.67
Volkswagen,2016,Semi-Auto,51923,Petrol,44.1,2,18120.67
Mercedes,2013,Automatic,51800,Diesel,44.8,2.1,18118.43
Volkswagen,2019,Semi-Auto,2186,Petrol,45.6,1,18120.67
Volkswagen,2019,Semi-Auto,2711,Petrol,46.3,1,18120.67
Hyundai,2015,Manual,21998,Diesel,46.3,2.2,18120.67
Hyundai,2016,Automatic,27458,Diesel,46.3,2,18120.67
Bmw,2015,Automatic,36000,Petrol,46.3,2,18094.48
Volkswagen,2016,Manual,14500,Petrol,47.1,2,18120.67
Toyota,2017,Automatic,3920,Petrol,47.9,1.2,18098.79
Ford,2018,Manual,17105,Diesel,47.9,2,18097.76
Volkswagen,2020,Manual,504,Petrol,48.7,1,18120.67
Volkswagen,2020,Manual,1000,Petrol,48.7,1,18120.67
Volkswagen,2019,Manual,16990,Petrol,48.7,1,18120.67
Volkswagen,2017,Manual,46000,Petrol,48.7,1.4,18120.67
Bmw,2015,Semi-Auto,46486,Petrol,48.7,2,18094.48
Volkswagen,2019,Manual,3268,Petrol,49.6,1,18120.67
Volkswagen,2019,Manual,5200,Petrol,49.6,1,18120.67
Volkswagen,2019,Manual,7150,Petrol,49.6,1,18120.67
Volkswagen,2019,Manual,12271,Petrol,49.6,1,18120.67
Volkswagen,2019,Manual,15706,Petrol,49.6,1,18120.67
Mercedes,2017,Manual,22231,Petrol,49.6,1.6,18118.43
Volkswagen,2015,Semi-Auto,29127,Diesel,49.6,2,18120.67
Volkswagen,2017,Automatic,13512,Petrol,50.4,1.8,18120.67
Volkswagen,2017,Semi-Auto,20454,Petrol,50.4,1.8,18120.67
Volkswagen,2017,Automatic,21216,Petrol,50.4,1.8,18120.67
Bmw,2015,Automatic,50000,Diesel,50.4,3,18094.48
Bmw,2015,Automatic,56000,Diesel,50.4,3,18094.48
Volkswagen,2019,Manual,3758,Petrol,51.4,1,18120.67
Mercedes,2018,Manual,16000,Petrol,51.4,1.6,18118.43
Mercedes,2017,Manual,25000,Petrol,51.4,1.6,18118.43
Bmw,2015,Automatic,38000,Diesel,51.4,3,18094.48
Bmw,2016,Automatic,53000,Diesel,51.4,3,18094.48
Bmw,2015,Automatic,67958,Diesel,51.4,3,18094.48
Bmw,2015,Semi-Auto,87597,Diesel,51.4,3,18094.48
Volkswagen,2019,Manual,2500,Petrol,52.3,1,18120.67
Volkswagen,2019,Manual,3222,Petrol,52.3,1,18120.67
Hyundai,2018,Manual,9001,Petrol,52.3,1,18120.67
Mercedes,2016,Automatic,17000,Petrol,52.3,2,18118.43
Mercedes,2015,Automatic,26400,Petrol,52.3,2,18118.43
Ford,2019,Manual,2339,Petrol,53.3,1,18097.76
Bmw,2019,Manual,5161,Petrol,53.3,1.5,18094.48
Ford,2019,Manual,7750,Petrol,53.3,1,18097.76
Bmw,2018,Manual,13856,Petrol,53.3,1.5,18094.48
Volkswagen,2016,Manual,22600,Diesel,53.3,2,18120.67
Volkswagen,2017,Manual,29234,Diesel,53.3,2,18120.67
Volkswagen,2016,Manual,30675,Diesel,53.3,2,18120.67
Volkswagen,2019,Semi-Auto,15150,Diesel,54.3,1.6,18120.67
Volkswagen,2019,Semi-Auto,15157,Diesel,54.3,1.6,18120.67
Ford,2018,Manual,22898,Diesel,54.3,2,18097.76
Volkswagen,2018,Semi-Auto,26500,Petrol,54.3,1.5,18120.67
Mercedes,2015,Automatic,53000,Diesel,54.3,3,18118.43
Volkswagen,2017,Semi-Auto,7519,Petrol,55.4,1.5,18120.67
Ford,2019,Manual,8248,Petrol,55.4,1,18097.76
Volkswagen,2019,Manual,18000,Diesel,55.4,1.6,18120.67
Volkswagen,2018,Semi-Auto,36629,Petrol,55.4,1.5,18120.67
Mercedes,2015,Semi-Auto,49626,Diesel,55.4,2.1,18118.43
Mercedes,2014,Automatic,59000,Diesel,55.4,2.1,18118.43
Ford,2017,Manual,28115,Diesel,56.5,2,18097.76
Bmw,2015,Automatic,29000,Diesel,56.5,3,18094.48
Ford,2016,Automatic,30000,Diesel,56.5,2,18097.76
Ford,2018,Automatic,9486,Diesel,56.6,1.5,18097.76
Ford,2018,Automatic,9486,Diesel,56.6,1.5,18097.76
Hyundai,2016,Semi-Auto,43362,Diesel,57.6,1.7,18120.67
Volkswagen,2020,Manual,752,Diesel,57.7,1.6,18120.67
Volkswagen,2019,Manual,5021,Diesel,57.7,1.6,18120.67
Volkswagen,2018,Manual,12406,Petrol,58.9,1.5,18120.67
Volkswagen,2016,Automatic,14000,Petrol,58.9,1.4,18120.67
Volkswagen,2018,Semi-Auto,16343,Petrol,58.9,1.5,18120.67
Ford,2019,Manual,6314,Petrol,60.1,1,18097.76
Ford,2019,Manual,8000,Petrol,60.1,1,18097.76
Ford,2019,Manual,8276,Petrol,60.1,1,18097.76
Ford,2019,Manual,8933,Petrol,60.1,1,18097.76
Ford,2019,Manual,10865,Petrol,60.1,1,18097.76
Toyota,2016,Manual,20553,Diesel,60.1,2,18098.79
Ford,2017,Manual,21734,Diesel,60.1,2,18097.76
Mercedes,2014,Automatic,40997,Diesel,60.1,2.1,18118.43
Hyundai,2017,Manual,19996,Diesel,61.4,1.7,18120.67
Volkswagen,2016,Automatic,32555,Diesel,61.4,2,18120.67
Mercedes,2017,Automatic,49000,Diesel,61.4,2.1,18118.43
Mercedes,2016,Manual,17071,Diesel,62.8,2.1,18118.43
