Make,Year,Transmission,Mileage,FuelType,MPG,EngineSize,USDPrice
Bmw,2015,Semi-Auto,17324,Diesel,62.8,2,18094.48
Mercedes,2016,Manual,19715,Diesel,62.8,2.1,18118.43
Bmw,2016,Semi-Auto,21698,Diesel,62.8,2,18094.48
Bmw,2015,Semi-Auto,29952,Diesel,62.8,2,18094.48
Bmw,2017,Manual,30800,Diesel,62.8,2,18094.48
Mercedes,2014,Automatic,45000,Diesel,62.8,2.1,18118.43
Mercedes,2014,Semi-Auto,45559,Diesel,62.8,2.1,18118.43
Mercedes,2015,Automatic,52000,Diesel,62.8,2.1,18118.43
Mercedes,2015,Automatic,53000,Diesel,62.8,2.1,18118.43
Mercedes,2014,Semi-Auto,63824,Diesel,62.8,2.1,18118.43
Mercedes,2017,Semi-Auto,38051,Diesel,64.2,2.1,18118.43
Mercedes,2015,Automatic,43120,Diesel,64.2,2.1,18118.43
Mercedes,2016,Automatic,44000,Diesel,64.2,1.6,18118.43
Mercedes,2017,Automatic,53000,Diesel,64.2,2.1,18118.43
Mercedes,2016,Automatic,65000,Diesel,64.2,2.1,18118.43
Mercedes,2016,Semi-Auto,26957,Diesel,65.7,1.6,18118.43
Volkswagen,2017,Semi-Auto,39000,Diesel,65.7,1.6,18120.67
Bmw,2016,Semi-Auto,39024,Diesel,65.7,2,18094.48
Mercedes,2016,Automatic,72000,Diesel,65.7,2,18118.43
Ford,2018,Automatic,12500,Diesel,67.3,1.5,18097.76
Ford,2016,Manual,16107,Diesel,67.3,2,18097.76
Volkswagen,2017,Semi-Auto,25811,Diesel,67.3,2,18120.67
Volkswagen,2016,Manual,28584,Diesel,67.3,2,18120.67
Mercedes,2017,Automatic,29000,Diesel,67.3,2.1,18118.43
Volkswagen,2016,Manual,32460,Diesel,67.3,2,18120.67
Mercedes,2016,Manual,33000,Diesel,67.3,2.1,18118.43
Volkswagen,2016,Manual,39039,Diesel,67.3,2,18120.67
Mercedes,2016,Automatic,48074,Diesel,67.3,2.1,18118.43
Mercedes,2016,Semi-Auto,52518,Diesel,67.3,2.1,18118.43
Volkswagen,2019,Manual,100,Diesel,68.9,1.6,18120.67
Bmw,2016,Semi-Auto,31200,Diesel,68.9,2,18094.48
Volkswagen,2018,Automatic,15237,Diesel,70.6,1.6,18120.67
Volkswagen,2018,Semi-Auto,15237,Diesel,70.6,1.6,18120.67
Toyota,2017,Automatic,24000,Hybrid,70.6,1.8,18098.79
Toyota,2017,Automatic,29771,Hybrid,70.6,1.8,18098.79
Toyota,2017,Automatic,8565,Hybrid,72.4,1.8,18098.79
Bmw,2019,Manual,10069,Diesel,72.4,1.5,18094.48
Volkswagen,2018,Semi-Auto,13352,Diesel,72.4,1.4,18120.67
Ford,2019,Manual,12814,Diesel,74.3,1.5,18097.76
Mercedes,2018,Automatic,14000,Diesel,74.3,1.5,18118.43
Hyundai,2018,Automatic,10052,Hybrid,78.5,1.6,18120.67
Hyundai,2018,Automatic,13286,Hybrid,78.5,1.6,18120.67
Toyota,2018,Automatic,12300,Hybrid,80.7,1.8,18098.79
Toyota,2014,Automatic,23523,Other,134.5,1.8,18098.79
Volkswagen,2015,Semi-Auto,26329,Petrol,32.8,2,18121.8
Volkswagen,2016,Automatic,46000,Diesel,35.3,2,18121.8
Bmw,2013,Semi-Auto,50039,Petrol,37.7,3,18095.61
Ford,2016,Automatic,6446,Petrol,38.2,1.5,18098.89
Toyota,2019,Manual,10,Petrol,39.2,1.2,18099.92
Toyota,2019,Manual,10,Petrol,39.2,1.2,18099.92
Ford,2018,Manual,10924,Petrol,39.2,1.5,18098.89
Volkswagen,2014,Manual,63773,Petrol,39.8,2,18121.8
Bmw,2016,Manual,25921,Petrol,41.5,2,18095.61
Ford,2017,Manual,46604,Petrol,41.5,2,18098.89
Volkswagen,2014,Semi-Auto,56100,Petrol,44.1,2,18121.8
Bmw,2015,Manual,28000,Petrol,44.8,2,18095.61
Toyota,2017,Manual,9103,Petrol,47.1,1.2,18099.92
Toyota,2017,Manual,23466,Petrol,47.1,1.2,18099.92
Volkswagen,2015,Semi-Auto,32166,Diesel,47.1,2,18121.8
Ford,2018,Manual,13448,Petrol,51.4,1.5,18098.89
Volkswagen,2020,Manual,1113,Petrol,53.3,1,18121.8
Bmw,2015,Semi-Auto,48000,Diesel,53.3,3,18095.61
Mercedes,2015,Automatic,36705,Diesel,54.3,3,18119.56
Bmw,2017,Semi-Auto,12887,Petrol,55.4,1.5,18095.61
Hyundai,2017,Semi-Auto,34755,Diesel,57.6,1.7,18121.8
Volkswagen,2017,Semi-Auto,46200,Diesel,57.7,2,18121.8
Bmw,2016,Manual,39917,Diesel,58.9,2,18095.61
Volkswagen,2017,Semi-Auto,23583,Diesel,60.1,2,18121.8
Mercedes,2015,Semi-Auto,35000,Diesel,60.1,2.1,18119.56
Ford,2019,Manual,12555,Diesel,62.8,1.5,18098.89
Bmw,2016,Semi-Auto,21476,Diesel,62.8,2,18095.61
Volkswagen,2016,Semi-Auto,31269,Diesel,62.8,2,18121.8
Ford,2016,Manual,33515,Diesel,62.8,2,18098.89
Ford,2018,Manual,13701,Diesel,64.2,1.5,18098.89
Ford,2017,Manual,20549,Diesel,64.2,1.5,18098.89
Mercedes,2016,Semi-Auto,47914,Diesel,64.2,2.1,18119.56
Bmw,2016,Semi-Auto,53331,Diesel,64.2,2,18095.61
Bmw,2017,Semi-Auto,37847,Diesel,65.7,2,18095.61
Mercedes,2017,Semi-Auto,13733,Diesel,74.3,1.5,18119.56
Hyundai,2018,Manual,7390,Petrol,34.9,1.6,18122.93
Volkswagen,2017,Semi-Auto,25035,Diesel,60.1,2,18122.93
Mercedes,2017,Automatic,9756,Diesel,74.3,1.5,18121.83
Bmw,2016,Manual,24984,Diesel,58.9,2,18099.01
Volkswagen,2016,Automatic,17496,Diesel,60.1,2,18125.2
Hyundai,2018,Automatic,32383,Diesel,28,2.5,18126.33
Hyundai,2018,Automatic,33244,Diesel,28,2.5,18126.33
Mercedes,2010,Automatic,56098,Petrol,29.1,3.5,18124.09
Hyundai,2018,Automatic,33999,Diesel,33.6,2.5,18126.33
Hyundai,2019,Manual,11133,Petrol,34.9,1.6,18126.33
Hyundai,2019,Manual,13060,Petrol,34.9,1.6,18126.33
Volkswagen,2015,Manual,38000,Diesel,35.3,2,18126.33
Toyota,2017,Manual,18615,Petrol,36.2,2,18104.45
Toyota,2013,Manual,35683,Diesel,36.7,3,18104.45
Bmw,2014,Automatic,58000,Petrol,37.2,3,18100.14
Bmw,2013,Automatic,76000,Diesel,37.7,3,18100.14
Ford,2017,Automatic,7637,Petrol,38.2,1.5,18103.42
Ford,2015,Automatic,27500,Petrol,38.2,1.5,18103.42
Toyota,2016,Semi-Auto,19460,Petrol,39.8,2,18104.45
Ford,2019,Manual,13194,Petrol,40.3,1.5,18103.42
Hyundai,2016,Automatic,42812,Diesel,42.2,2.2,18126.33
Ford,2016,Manual,49913,Diesel,42.2,2.2,18103.42
Toyota,2017,Automatic,13900,Petrol,43.5,1.8,18104.45
Toyota,2017,Automatic,21940,Other,43.5,1.5,18104.45
Hyundai,2019,Manual,357,Petrol,44.1,1,18126.33
Hyundai,2019,Manual,1442,Petrol,44.1,1,18126.33
Hyundai,2019,Manual,2658,Petrol,44.1,1,18126.33
Hyundai,2019,Manual,5000,Petrol,44.1,1,18126.33
Hyundai,2019,Manual,5200,Petrol,44.1,1,18126.33
Hyundai,2018,Semi-Auto,6089,Petrol,44.1,1.4,18126.33
Hyundai,2019,Manual,9000,Petrol,44.1,1,18126.33
Hyundai,2019,Manual,9567,Petrol,44.1,1,18126.33
Volkswagen,2017,Semi-Auto,10990,Petrol,44.1,2,18126.33
Hyundai,2019,Manual,2202,Petrol,44.8,1,18126.33
Hyundai,2019,Manual,2640,Petrol,44.8,1,18126.33
Ford,2017,Automatic,11905,Petrol,44.8,1.5,18103.42
Ford,2017,Automatic,20397,Petrol,44.8,1.5,18103.42
Volkswagen,2019,Automatic,2000,Other,45.6,1,18126.33
Volkswagen,2020,Semi-Auto,2102,Petrol,45.6,1,18126.33
Volkswagen,2019,Semi-Auto,3500,Petrol,45.6,1,18126.33
Ford,2017,Manual,15658,Petrol,45.6,1.5,18103.42
Ford,2018,Manual,34594,Petrol,45.6,1.5,18103.42
Mercedes,2014,Automatic,42000,Diesel,45.6,3,18124.09
Volkswagen,2019,Semi-Auto,9922,Petrol,46.3,1,18126.33
Hyundai,2016,Manual,32696,Diesel,46.3,2.2,18126.33
Bmw,2016,Automatic,67000,Petrol,46.3,2,18100.14
Volkswagen,2018,Manual,15002,Petrol,47,1.8,18126.33
Volkswagen,2019,Manual,2506,Petrol,47.1,1,18126.33
Volkswagen,2018,Manual,4588,Petrol,47.1,1.5,18126.33
Volkswagen,2015,Manual,26680,Petrol,47.1,2,18126.33
Volkswagen,2015,Manual,26832,Petrol,47.1,2,18126.33
Volkswagen,2016,Manual,29517,Petrol,47.1,2,18126.33
Hyundai,2018,Automatic,32250,Diesel,47.1,2,18126.33
Volkswagen,2015,Manual,40000,Petrol,47.1,2,18126.33
Toyota,2019,Automatic,26,Petrol,47.9,1.5,18104.45
Volkswagen,2019,Manual,230,Petrol,47.9,1,18126.33
Toyota,2019,Manual,784,Petrol,47.9,1.5,18104.45
Volkswagen,2020,Manual,2000,Petrol,47.9,1,18126.33
Ford,2019,Semi-Auto,9950,Petrol,48.7,1,18103.42
Ford,2016,Manual,73079,Diesel,48.7,2,18103.42
Volkswagen,2019,Manual,6401,Petrol,49.6,1,18126.33
Volkswagen,2019,Manual,8000,Petrol,49.6,1,18126.33
Volkswagen,2019,Manual,12514,Petrol,49.6,1,18126.33
Volkswagen,2019,Manual,15348,Petrol,49.6,1,18126.33
Bmw,2014,Automatic,35000,Diesel,50.4,2,18100.14
Volkswagen,2016,Manual,47750,Diesel,50.4,2,18126.33
Ford,2019,Manual,6100,Petrol,51.4,1,18103.42
Volkswagen,2019,Manual,6781,Petrol,51.4,1,18126.33
Ford,2019,Manual,13474,Petrol,51.4,1,18103.42
Ford,2019,Automatic,14000,Petrol,51.4,1,18103.42
Bmw,2017,Automatic,24624,Petrol,51.4,2,18100.14
Bmw,2014,Semi-Auto,28500,Diesel,51.4,3,18100.14
Mercedes,2015,Semi-Auto,37544,Petrol,51.4,1.6,18124.09
Volkswagen,2019,Manual,2500,Petrol,52.3,1,18126.33
Volkswagen,2019,Manual,3000,Petrol,52.3,1,18126.33
Hyundai,2018,Manual,19758,Petrol,52.3,1,18126.33
Hyundai,2018,Manual,23400,Petrol,52.3,1,18126.33
Bmw,2017,Manual,30310,Petrol,52.3,1.5,18100.14
Mercedes,2017,Semi-Auto,42500,Petrol,52.3,1.6,18124.09
Ford,2019,Manual,4357,Petrol,53.3,1,18103.42
Ford,2019,Manual,4357,Petrol,53.3,1,18103.42
Ford,2019,Manual,5000,Petrol,53.3,1,18103.42
Volkswagen,2019,Manual,14774,Diesel,53.3,2,18126.33
Volkswagen,2017,Manual,26628,Diesel,53.3,2,18126.33
Volkswagen,2016,Manual,28936,Diesel,53.3,2,18126.33
Volkswagen,2016,Manual,29823,Diesel,53.3,2,18126.33
Ford,2019,Manual,2350,Diesel,54.3,1.5,18103.42
Ford,2017,Manual,11156,Diesel,54.3,2,18103.42
Volkswagen,2019,Semi-Auto,11595,Diesel,54.3,2,18126.33
Volkswagen,2019,Semi-Auto,15773,Diesel,54.3,1.6,18126.33
Ford,2019,Manual,16697,Diesel,54.3,1.5,18103.42
Volkswagen,2019,Semi-Auto,16991,Diesel,54.3,1.6,18126.33
Ford,2017,Semi-Auto,25208,Diesel,54.3,2,18103.42
Ford,2017,Semi-Auto,27000,Diesel,54.3,2,18103.42
Bmw,2018,Manual,28857,Diesel,54.3,1.5,18100.14
Hyundai,2016,Manual,36238,Diesel,54.3,2,18126.33
Ford,2017,Automatic,42325,Diesel,54.3,2,18103.42
Ford,2017,Automatic,46210,Diesel,54.3,2,18103.42
Volkswagen,2016,Manual,46780,Diesel,54.3,2,18126.33
Volkswagen,2019,Manual,1000,Diesel,55.4,1.6,18126.33
Ford,2019,Manual,4000,Petrol,55.4,1,18103.42
Ford,2019,Manual,10219,Petrol,55.4,1,18103.42
Mercedes,2017,Semi-Auto,10839,Petrol,55.4,1.6,18124.09
Mercedes,2017,Semi-Auto,10839,Petrol,55.4,1.6,18124.09
Volkswagen,2017,Semi-Auto,14739,Petrol,55.4,1.4,18126.33
Volkswagen,2018,Manual,21485,Petrol,55.4,1.5,18126.33
Volkswagen,2017,Manual,22966,Petrol,55.4,1.5,18126.33
Volkswagen,2017,Automatic,25797,Diesel,55.4,2,18126.33
Bmw,2017,Semi-Auto,19164,Petrol,55.5,1.5,18100.14
Ford,2019,Automatic,10000,Diesel,56.5,1.5,18103.42
Ford,2016,Manual,18541,Diesel,56.5,2,18103.42
Bmw,2015,Automatic,33003,Diesel,56.5,3,18100.14
Volkswagen,2016,Manual,54636,Diesel,56.5,2,18126.33
Hyundai,2016,Automatic,8000,Diesel,57.6,1.7,18126.33
Hyundai,2017,Automatic,15000,Diesel,57.6,1.7,18126.33
Ford,2019,Manual,15,Petrol,58.9,1,18103.42
Ford,2018,Manual,900,Petrol,58.9,1,18103.42
Ford,2019,Manual,1667,Petrol,58.9,1,18103.42
Ford,2018,Manual,4835,Diesel,58.9,1.5,18103.42
Ford,2019,Manual,5452,Petrol,58.9,1,18103.42
Hyundai,2019,Manual,5636,Diesel,58.9,1.6,18126.33
Ford,2019,Manual,8333,Petrol,58.9,1,18103.42
Ford,2019,Manual,9867,Petrol,58.9,1,18103.42
Ford,2019,Manual,10279,Petrol,58.9,1,18103.42
Ford,2019,Manual,10956,Petrol,58.9,1,18103.42
Ford,2019,Manual,12200,Petrol,58.9,1,18103.42
Ford,2019,Manual,12563,Petrol,58.9,1,18103.42
Hyundai,2016,Manual,24340,Diesel,58.9,2,18126.33
Volkswagen,2018,Manual,25559,Petrol,58.9,1.5,18126.33
Volkswagen,2017,Manual,25810,Diesel,58.9,2,18126.33
Volkswagen,2016,Manual,31000,Diesel,58.9,2,18126.33
Hyundai,2017,Manual,36895,Diesel,58.9,2,18126.33
Volkswagen,2016,Manual,37868,Diesel,58.9,2,18126.33
Volkswagen,2017,Manual,44680,Diesel,58.9,2,18126.33
Bmw,2016,Manual,46907,Diesel,58.9,2,18100.14
Mercedes,2016,Semi-Auto,60931,Diesel,58.9,2.1,18124.09
Mercedes,2016,Semi-Auto,60931,Diesel,58.9,2.1,18124.09
Ford,2019,Manual,1044,Petrol,60.1,1,18103.42
Hyundai,2019,Manual,4000,Diesel,60.1,1.6,18126.33
Ford,2018,Manual,5154,Petrol,60.1,1,18103.42
Ford,2018,Manual,5154,Petrol,60.1,1,18103.42
Ford,2019,Manual,6855,Petrol,60.1,1,18103.42
Ford,2019,Manual,6992,Petrol,60.1,1,18103.42
Ford,2019,Manual,8496,Petrol,60.1,1,18103.42
Ford,2019,Manual,9304,Petrol,60.1,1,18103.42
Ford,2018,Manual,10500,Petrol,60.1,1,18103.42
Toyota,2016,Manual,11291,Diesel,60.1,2,18104.45
Ford,2019,Manual,11900,Petrol,60.1,1,18103.42
Ford,2019,Manual,12200,Petrol,60.1,1,18103.42
Toyota,2017,Manual,18000,Diesel,60.1,2,18104.45
Toyota,2017,Manual,22864,Diesel,60.1,2,18104.45
Ford,2017,Manual,23237,Diesel,60.1,2,18103.42
Bmw,2015,Semi-Auto,26629,Diesel,60.1,2,18100.14
Volkswagen,2017,Manual,29779,Diesel,60.1,2,18126.33
Bmw,2014,Semi-Auto,34682,Diesel,60.1,2,18100.14
Toyota,2016,Manual,37531,Diesel,60.1,2,18104.45
Mercedes,2015,Semi-Auto,38000,Diesel,60.1,2.1,18124.09
Bmw,2016,Automatic,43000,Diesel,60.1,2,18100.14
Bmw,2016,Semi-Auto,48552,Diesel,60.1,2,18100.14
Bmw,2016,Semi-Auto,50131,Diesel,60.1,2,18100.14
Toyota,2017,Manual,59205,Diesel,60.1,2,18104.45
Volkswagen,2017,Manual,35428,Diesel,61.4,1.6,18126.33
Hyundai,2017,Manual,14000,Diesel,61.7,1.7,18126.33
Toyota,2017,Manual,10136,Diesel,62.8,1.6,18104.45
Bmw,2016,Semi-Auto,24735,Diesel,62.8,2,18100.14
Mercedes,2015,Semi-Auto,26000,Diesel,62.8,2.1,18124.09
Bmw,2016,Automatic,28608,Diesel,62.8,2,18100.14
Bmw,2015,Semi-Auto,31309,Diesel,62.8,2,18100.14
Volkswagen,2016,Semi-Auto,38123,Diesel,62.8,2,18126.33
Bmw,2016,Semi-Auto,39293,Diesel,62.8,2,18100.14
Ford,2018,Manual,14748,Diesel,64.2,1.5,18103.42
Volkswagen,2016,Manual,16358,Diesel,64.2,1.6,18126.33
Bmw,2015,Manual,19361,Diesel,64.2,2,18100.14
Ford,2017,Manual,22894,Diesel,64.2,1.5,18103.42
Volkswagen,2016,Manual,33000,Diesel,64.2,1.6,18126.33
Bmw,2017,Semi-Auto,34700,Diesel,64.2,2,18100.14
Volkswagen,2016,Manual,37774,Diesel,64.2,2,18126.33
Mercedes,2015,Automatic,39000,Diesel,64.2,1.6,18124.09
Mercedes,2015,Automatic,46221,Diesel,64.2,2.1,18124.09
Toyota,2018,Automatic,6881,Hybrid,65.6,1.8,18104.45
Bmw,2017,Manual,15992,Diesel,65.7,2,18100.14
Bmw,2017,Semi-Auto,23715,Diesel,65.7,2,18100.14
Mercedes,2017,Automatic,29489,Diesel,65.7,2.1,18124.09
Bmw,2015,Automatic,47822,Diesel,65.7,2,18100.14
Mercedes,2017,Automatic,6000,Diesel,67.3,2.2,18124.09
Ford,2017,Manual,19071,Diesel,67.3,2,18103.42
Volkswagen,2017,Manual,21733,Diesel,67.3,2,18126.33
Volkswagen,2018,Semi-Auto,22367,Diesel,67.3,2,18126.33
Ford,2017,Manual,22947,Diesel,67.3,2,18103.42
Volkswagen,2017,Manual,26335,Diesel,67.3,1.6,18126.33
Ford,2017,Manual,26929,Diesel,67.3,2,18103.42
Ford,2016,Manual,29600,Diesel,67.3,2,18103.42
Ford,2018,Manual,29649,Diesel,67.3,2,18103.42
Volkswagen,2016,Manual,30341,Diesel,67.3,2,18126.33
Volkswagen,2017,Manual,33691,Diesel,67.3,2,18126.33
Volkswagen,2016,Manual,33979,Diesel,67.3,2,18126.33
Volkswagen,2016,Manual,34055,Diesel,67.3,2,18126.33
Volkswagen,2016,Manual,37687,Diesel,67.3,2,18126.33
Volkswagen,2016,Manual,50114,Diesel,67.3,2,18126.33
Mercedes,2015,Automatic,52000,Diesel,67.3,2.1,18124.09
Mercedes,2016,Manual,56299,Diesel,67.3,2.1,18124.09
Bmw,2019,Manual,5500,Diesel,68.9,2,18100.14
Volkswagen,2017,Manual,18141,Diesel,68.9,2,18126.33
Bmw,2017,Semi-Auto,19000,Diesel,68.9,1.5,18100.14
Bmw,2018,Semi-Auto,21815,Diesel,68.9,2,18100.14
Bmw,2016,Automatic,23500,Diesel,68.9,2,18100.14
Bmw,2017,Semi-Auto,26652,Diesel,68.9,2,18100.14
Bmw,2017,Semi-Auto,29006,Diesel,68.9,2,18100.14
Mercedes,2017,Semi-Auto,38530,Diesel,68.9,2.1,18124.09
Bmw,2017,Automatic,59069,Diesel,68.9,2,18100.14
Toyota,2014,Automatic,65829,Hybrid,68.9,1.8,18104.45
Toyota,2015,Automatic,8200,Hybrid,70.6,1.8,18104.45
Bmw,2017,Semi-Auto,21469,Diesel,70.6,2,18100.14
Toyota,2016,Automatic,30190,Hybrid,70.6,1.8,18104.45
Mercedes,2015,Semi-Auto,65000,Diesel,70.6,2.1,18124.09
Volkswagen,2017,Semi-Auto,12146,Diesel,72.4,1.6,18126.33
Mercedes,2018,Manual,16782,Diesel,72.4,1.5,18124.09
Ford,2018,Manual,14794,Diesel,74.3,1.5,18103.42
Hyundai,2018,Automatic,13415,Hybrid,78.5,1.6,18126.33
Hyundai,2017,Automatic,18436,Hybrid,78.5,1.6,18126.33
Toyota,2017,Automatic,20543,Hybrid,78.5,1.8,18104.45
Hyundai,2017,Automatic,25068,Hybrid,78.5,1.6,18126.33
Toyota,2017,Automatic,27351,Hybrid,78.5,1.8,18104.45
Hyundai,2018,Automatic,30448,Hybrid,78.5,1.6,18126.33
Hyundai,2018,Automatic,30498,Hybrid,78.5,1.6,18126.33
Toyota,2016,Automatic,44496,Hybrid,78.5,1.8,18104.45
Ford,2018,Manual,6000,Diesel,80.7,1.5,18103.42
Toyota,2016,Automatic,61458,Hybrid,85.6,1.8,18104.45
Toyota,2014,Automatic,47221,Hybrid,134.5,1.8,18104.45
Toyota,2015,Automatic,51896,Hybrid,134.5,1.8,18104.45
Bmw,2016,Automatic,52874,Petrol,37.7,3,18102.4
Ford,2017,Manual,15164,Petrol,41.5,2,18105.68
Ford,2018,Semi-Auto,4385,Petrol,48.7,1,18105.68
Ford,2018,Manual,13794,Petrol,60.1,1,18105.68
Ford,2017,Manual,19744,Diesel,60.1,2,18105.68
Bmw,2017,Automatic,21285,Diesel,65.7,2,18102.4
Ford,2017,Manual,14203,Diesel,67.3,2,18105.68
Hyundai,2018,Manual,32235,Diesel,28,2.5,18129.73
Hyundai,2018,Manual,36815,Diesel,28,2.5,18129.73
Hyundai,2018,Manual,37324,Diesel,28,2.5,18129.73
Hyundai,2018,Manual,38520,Diesel,28,2.5,18129.73
Ford,2018,Automatic,7063,Petrol,31,1.5,18106.81
Hyundai,2019,Manual,9488,Petrol,34.9,1.6,18129.73
Hyundai,2019,Manual,11751,Petrol,34.9,1.6,18129.73
Hyundai,2019,Manual,17841,Petrol,34.9,1.6,18129.73
Hyundai,2019,Manual,19231,Petrol,34.9,1.6,18129.73
Hyundai,2019,Manual,3454,Petrol,35.3,1.6,18129.73
Toyota,2017,Manual,26919,Petrol,36.2,2,18107.84
Toyota,2019,Manual,7016,Petrol,39.2,1.2,18107.84
Volkswagen,2014,Manual,41201,Petrol,39.8,2,18129.73
Ford,2018,Manual,19790,Petrol,40.3,1.5,18106.81
Ford,2019,Automatic,11045,Petrol,41.5,1,18106.81
Ford,2016,Manual,26950,Petrol,41.5,2,18106.81
Ford,2018,Automatic,23872,Petrol,43.5,1.5,18106.81
Ford,2015,Manual,30324,Diesel,43.5,2.2,18106.81
Ford,2018,Automatic,19872,Petrol,44.8,1.5,18106.81
Ford,2018,Automatic,24705,Petrol,44.8,1.5,18106.81
Mercedes,2014,Semi-Auto,71657,Diesel,44.8,2.1,18127.49
Ford,2018,Manual,4015,Petrol,45.6,1.5,18106.81
Volkswagen,2019,Semi-Auto,14952,Petrol,45.6,1,18129.73
Volkswagen,2019,Semi-Auto,15001,Petrol,45.6,1,18129.73
Volkswagen,2019,Semi-Auto,15059,Petrol,45.6,1,18129.73
Volkswagen,2019,Semi-Auto,18069,Petrol,45.6,1,18129.73
Ford,2017,Manual,24024,Petrol,45.6,1.5,18106.81
Mercedes,2014,Semi-Auto,43125,Diesel,45.6,3,18127.49
Toyota,2017,Manual,29760,Petrol,47.1,1.2,18107.84
Toyota,2017,Manual,32770,Petrol,47.1,1.2,18107.84
Hyundai,2017,Manual,48034,Diesel,47.1,2.2,18129.73
Bmw,2013,Semi-Auto,51063,Diesel,47.9,3,18103.54
Volkswagen,2016,Manual,27001,Petrol,48.7,2,18129.73
Ford,2019,Manual,10386,Petrol,49.6,1,18106.81
Volkswagen,2017,Semi-Auto,36110,Diesel,49.6,2,18129.73
Mercedes,2015,Manual,29901,Petrol,50.4,1.6,18127.49
Bmw,2017,Semi-Auto,15931,Petrol,51.4,2,18103.54
Bmw,2017,Semi-Auto,16943,Petrol,51.4,2,18103.54
Bmw,2017,Semi-Auto,19675,Petrol,51.4,2,18103.54
Bmw,2015,Semi-Auto,47812,Diesel,51.4,3,18103.54
Bmw,2016,Semi-Auto,67915,Diesel,51.4,3,18103.54
Ford,2019,Manual,5846,Petrol,52.3,1,18106.81
Bmw,2017,Manual,12248,Petrol,53.3,1.5,18103.54
Bmw,2015,Semi-Auto,44436,Diesel,53.3,3,18103.54
Mercedes,2015,Automatic,50087,Diesel,53.3,3,18127.49
Ford,2018,Manual,11460,Diesel,54.3,1.5,18106.81
Ford,2016,Manual,20334,Diesel,54.3,2,18106.81
Ford,2017,Manual,22814,Diesel,54.3,2,18106.81
Ford,2017,Semi-Auto,26663,Diesel,54.3,2,18106.81
Mercedes,2014,Semi-Auto,31815,Diesel,54.3,2.1,18127.49
Ford,2017,Semi-Auto,46886,Diesel,54.3,2,18106.81
Volkswagen,2017,Semi-Auto,20123,Diesel,55.4,2,18129.73
Ford,2018,Manual,32077,Diesel,56.5,2,18106.81
Mercedes,2016,Semi-Auto,52029,Diesel,56.5,2.1,18127.49
Ford,2017,Automatic,6051,Diesel,56.6,1.5,18106.81
Hyundai,2017,Semi-Auto,5060,Diesel,57.6,1.7,18129.73
Hyundai,2017,Semi-Auto,6436,Diesel,57.6,1.7,18129.73
Hyundai,2017,Semi-Auto,11231,Diesel,57.6,1.7,18129.73
Hyundai,2017,Semi-Auto,12150,Diesel,57.6,1.7,18129.73
Hyundai,2017,Semi-Auto,15935,Diesel,57.6,1.7,18129.73
Volkswagen,2017,Manual,16735,Diesel,58.9,2,18129.73
Ford,2018,Semi-Auto,21173,Diesel,58.9,1.5,18106.81
Volkswagen,2017,Semi-Auto,34611,Diesel,58.9,2,18129.73
Bmw,2016,Manual,45484,Diesel,58.9,2,18103.54
Ford,2019,Manual,12699,Petrol,60.1,1,18106.81
Ford,2017,Manual,24896,Diesel,60.1,2,18106.81
Ford,2017,Manual,29667,Diesel,60.1,2,18106.81
Ford,2017,Manual,33415,Diesel,60.1,2,18106.81
Mercedes,2014,Semi-Auto,66140,Diesel,60.1,2.1,18127.49
Hyundai,2017,Manual,14412,Diesel,61.4,1.7,18129.73
Mercedes,2015,Semi-Auto,21284,Diesel,61.4,2.1,18127.49
Bmw,2017,Manual,15926,Diesel,62.8,1.5,18103.54
Volkswagen,2016,Semi-Auto,39238,Diesel,62.8,2,18129.73
Mercedes,2014,Semi-Auto,42514,Diesel,62.8,2.1,18127.49
Volkswagen,2016,Semi-Auto,42880,Diesel,62.8,2,18129.73
Volkswagen,2016,Semi-Auto,43981,Diesel,62.8,2,18129.73
Ford,2019,Automatic,9694,Diesel,64.2,2,18106.81
Ford,2018,Manual,10087,Diesel,64.2,1.5,18106.81
Mercedes,2014,Semi-Auto,26216,Diesel,64.2,2.1,18127.49
Bmw,2017,Semi-Auto,30330,Diesel,64.2,2,18103.54
Volkswagen,2016,Semi-Auto,31984,Diesel,64.2,1.6,18129.73
Mercedes,2015,Semi-Auto,32023,Diesel,64.2,2.1,18127.49
Mercedes,2014,Semi-Auto,34382,Diesel,64.2,2.1,18127.49
Mercedes,2016,Manual,40974,Diesel,64.2,2.1,18127.49
Volkswagen,2018,Semi-Auto,18888,Diesel,65.7,1.6,18129.73
Volkswagen,2016,Semi-Auto,20953,Diesel,65.7,1.6,18129.73
Bmw,2016,Semi-Auto,21914,Diesel,65.7,2,18103.54
Mercedes,2017,Manual,24162,Diesel,65.7,1.6,18127.49
Mercedes,2016,Semi-Auto,25202,Diesel,65.7,1.6,18127.49
Bmw,2017,Semi-Auto,32317,Diesel,65.7,2,18103.54
Bmw,2017,Semi-Auto,32377,Diesel,65.7,2,18103.54
Volkswagen,2017,Semi-Auto,33945,Diesel,65.7,1.6,18129.73
Bmw,2015,Semi-Auto,62943,Diesel,65.7,2,18103.54
Ford,2017,Manual,16290,Diesel,67.3,2,18106.81
Ford,2016,Manual,26023,Diesel,67.3,2,18106.81
Volkswagen,2016,Manual,27766,Diesel,67.3,2,18129.73
Volkswagen,2016,Manual,32205,Diesel,67.3,2,18129.73
Volkswagen,2016,Manual,34235,Diesel,67.3,2,18129.73
